"","year","shelf_biomass","slope_biomass","total_biomass","var_shelf","stdev_shelf","var_slope","stdev_slope","var_tot","stdev_tot"
"1",1994,15.8515361733815,5.61586290048985,13.2988170287181,23.2608190064984,4.82294712872725,4.66747384558647,2.16043371700834,13.3956562984343,3.66000769103485
"2",1995,7.54650803914073,2.33406829754276,6.24655498631898,5.90042809819392,2.42907968131841,1.99779672534069,1.41343437249159,3.44861135876824,1.85704371482425
"3",1996,6.88293305968379,5.18710064045931,6.46000202551722,2.5160435473615,1.58620413168088,2.03680028424555,1.42716512157688,1.54424513509532,1.24267660116996
"4",1997,7.05263322947548,3.15032954019673,6.07942071376391,5.01805312992002,2.24010114278798,1.35839149790007,1.16550053534954,2.9117040725684,1.70637161033826
"5",1998,7.61397202024507,1.26418921730738,6.03037202702896,2.51263049186268,1.58512791025289,0.661811052531625,0.813517702654112,1.4568012350988,1.2069802132176
"6",1999,8.33353492279876,5.44271961411992,7.61258190042217,2.83185673112257,1.68281214968355,3.13059481244284,1.76934869724507,1.79020840652091,1.33798669893273
"7",2000,10.145848396501,10.1418633936356,10.1448545592775,10.3532086618664,3.21764023188833,57.8255535792815,7.6043115125093,9.42969666827364,3.07078111695927
"8",2001,6.19990621625791,1.03429520114628,4.911631983523,2.67312492205609,1.63496939483774,0.131059006117315,0.362020726088044,1.51421374047182,1.23053392495771
"9",2002,5.90036099179798,9.57420856636967,6.81659784189577,0.987889953507516,0.993926533254604,74.7406090354827,8.6452651223362,5.20526830675989,2.28150571043771
"10",2003,5.54793116081,2.57364135207098,4.80616006924404,0.815612124833952,0.903112465219007,0.39132172329683,0.625557130322107,0.483862325637092,0.695602131708272
"11",2004,7.19163269182935,2.3587425037036,5.98633715548606,2.16482622938492,1.47133484611251,0.410495721333945,0.640699400135465,1.24521404498055,1.11589159194814
"12",2005,5.17927561547146,5.2467199811872,5.19609585962855,1.75076300671371,1.32316401353487,1.75537768974748,1.32490667208958,1.09557552454411,1.04669743696262
"13",2006,5.52195592885733,8.2402271071057,6.19987741893446,1.51679711489668,1.2315831741692,8.29733260895505,2.88050908850416,1.37065060890898,1.17074788443498
"14",2007,1.93840035127122,0.959231876405688,1.69420126001457,0.524954176398467,0.724537215330218,0.447072656004861,0.668634919821618,0.323570641323345,0.568832700645229
"15",2008,11.690758874258,8.08637312258912,10.7918454107533,15.3110490051227,3.91293355490771,22.6087425011897,4.75486514016851,10.0325885230632,3.16742616694742
"16",2009,12.0571591730168,3.42341728249402,9.90395267390061,4.23631768965071,2.05823168998311,1.20047567530767,1.09566220857875,2.46144544421139,1.56889943725256
"17",2010,8.26213081910589,3.85630806550514,7.16334349058724,3.21690919499412,1.79357441858266,1.74775430218542,1.32202658906144,1.9211410810975,1.38605233707011
"18",2011,9.74214997785032,4.16068611458228,8.35016439183657,3.40635976723914,1.84563261979169,1.9082592070635,1.38139755576137,2.0378622178819,1.42753711611359
"19",2012,8.37150972142798,3.23320893243378,7.0900465049493,3.9873264553529,1.99682910018682,1.45535171219248,1.20637958876652,2.33701424726748,1.52872961875784
"20",2013,8.20503580818684,3.33331113325038,6.99005517001274,3.53493124203415,1.88014128246633,0.8239686400814,0.907727183729451,2.04286031126798,1.42928664419282
"21",2014,8.2453689005275,2.82157982585381,6.89270651688106,3.80205591532261,1.94988612880922,2.43834724224977,1.56152081070019,2.29377109712029,1.51452008805439
"22",2015,2.97054521362728,2.68051056801212,2.89821220995098,1.19591130450665,1.09357729699672,3.21236279705517,1.79230655777832,0.873588071198367,0.934659334302273
"23",2016,5.27411191572141,3.68375272742781,4.87748531006369,1.43308455155331,1.19711509536607,1.27940298913489,1.13110697510664,0.886988219160507,0.941800519834485
"24",2017,5.41621242349642,2.07161248328079,4.58208807515089,1.71727481744169,1.31044832688729,1.0483201823953,1.02387508144075,1.03273074190454,1.01623360597086
