"Length","Year","Frequency"
10,1994,0
20,1994,0.279794046046508
35,1994,0.562105803195037
40,1994,0.420949924620773
45,1994,1.24822910979939
50,1994,3.06563155355068
55,1994,13.3670817343258
60,1994,12.3986313307219
65,1994,13.5248750456648
70,1994,17.252423999898
75,1994,13.0358572229334
80,1994,12.0578369173217
85,1994,8.51530583385152
90,1994,5.2333983127101
95,1994,4.33301580721683
100,1994,3.44271948598265
105,1994,3.1362018229123
110,1994,1.90007566607383
115,1994,2.47428442222978
120,1994,0.279794046046508
125,1994,0.279794046046508
130,1994,0.279794046046508
10,1995,0
15,1995,0.548133547491037
20,1995,4.91913656393235
25,1995,3.85100019592424
30,1995,4.42726447038924
35,1995,0.829233002980047
40,1995,0.120827079477644
50,1995,0.281099455489009
55,1995,0.120827079477644
60,1995,0.281099455489009
65,1995,0.562198910978019
70,1995,0.964125445944672
75,1995,1.07088716193533
80,1995,2.74066773745519
85,1995,2.11998369632721
90,1995,5.49815163232458
95,1995,2.16715425691741
100,1995,2.71528780440844
105,1995,2.83611488388609
110,1995,1.76522772195075
115,1995,2.22066491693811
120,1995,1.3633011869841
125,1995,0.267034092002027
130,1995,1.63308607291335
135,1995,0.683025990455663
10,1996,0
15,1996,2.21832957520812
20,1996,1.34601931379254
25,1996,0.275923745555471
30,1996,0.275923745555471
60,1996,0.275923745555471
65,1996,0.420184983809648
70,1996,1.95666368079406
75,1996,1.67855201308572
80,1996,3.63740361603266
85,1996,5.85022702871084
90,1996,4.44269411491051
95,1996,2.91443830457324
100,1996,4.16511124916651
105,1996,1.66210623979144
110,1996,1.93802998534691
115,1996,0.834335003125024
120,1996,0.829959158819282
10,1997,0
15,1997,0.258779216775545
20,1997,1.21440016414168
25,1997,3.68756273080464
30,1997,0.258779216775545
60,1997,0.258779216775545
65,1997,0.975008682369226
70,1997,1.00272125183115
75,1997,1.43714197699646
80,1997,3.39548417619375
85,1997,3.20513797861
90,1997,1.99073781446832
95,1997,1.21440016414168
100,1997,1.35764605726042
105,1997,1.43804569956078
110,1997,0.258779216775545
115,1997,1.28647497198321
120,1997,0.294816620696308
10,1998,0
15,1998,0.231822688000368
20,1998,0.956970851738456
25,1998,1.77590654277112
30,1998,3.1620954426897
35,1998,1.08043847877002
45,1998,0.231822688000368
55,1998,0.0937875272945794
60,1998,0.789255591295684
65,1998,0.281362581883738
70,1998,0.606972797178686
75,1998,1.164405700474
80,1998,2.42259892824258
85,1998,1.86516602494727
90,1998,2.84652471595054
95,1998,0.745007957884474
100,1998,1.05075837903304
105,1998,1.34194126650737
110,1998,0.463645376000736
115,1998,1.21847363947581
