"","year","shelf_biomass","slope_biomass","total_biomass","var_shelf","stdev_shelf","var_slope","stdev_slope","var_tot","stdev_tot"
"1",1994,5.03610779307844,NA,3.78013093300931,0.57841719948997,0.760537441215073,0,0,0.325885359192616,0.570863695808917
"2",1995,2.13166660340321,NA,1.60004098352743,0.334705869739315,0.578537699497029,0,0,0.18857624337598,0.434253662478488
"3",1996,1.84395646605927,NA,1.38408413061634,0.368296221020465,0.606874139357136,0,0,0.20750134398211,0.455523154166844
"4",1997,1.94079693171544,NA,1.45677313070031,0.174126384524221,0.417284536646424,0,0,0.0981043430513882,0.313216128338546
"5",1998,5.30221510394232,NA,3.97987258243925,0.864853542058831,0.929975022276852,0,0,0.487266124609311,0.698044500450588
"6",1999,6.50260733916557,0.387730399215813,4.97759154238245,1.51522933478808,1.23094651987325,0.0742313933301025,0.272454387613968,0.858310601237917,0.926450539013237
"7",2000,3.57996127314202,0.270795702736124,2.75467405663733,0.390916729385619,0.62523333995047,0.0301057109586029,0.173509973657433,0.222118439502787,0.471294429738764
"8",2001,8.23078248137793,NA,6.178071784621,2.0097661986436,1.417662230097,0,0,1.13232002802763,1.06410527112106
"9",2002,6.82990690639167,NA,5.12656667156905,2.23529840182167,1.49509143594018,0,0,1.25938686336205,1.12222407003327
"10",2003,3.90563059320774,0.685690181186523,3.10259562762215,0.674078015324999,0.821022542519387,0.320522338199958,0.566146922803576,0.39971721027932,0.632231927601984
"11",2004,4.39173356284703,NA,3.29645999898372,2.3647327716388,1.53776876403405,0,0,1.3323113305752,1.1542579133691
"12",2005,6.27584500142785,NA,4.71068467860727,3.35585296099214,1.83189873109627,0,0,1.89071719954879,1.37503352669991
"13",2006,7.16597674787359,0.214098470282236,5.4322175414737,2.41609608369963,1.55437964593584,0.0425486280731031,0.206273187964658,1.36389629447035,1.167859706673
"14",2007,11.2628530588649,NA,8.45396107292787,3.53477265906582,1.88009910884129,0,0,1.99152213779196,1.41121300227569
"15",2008,6.94364713378921,0.55890779327772,5.35132917739503,4.9404677375588,2.22271629713709,0.130159328630761,0.360776008945663,2.79159875181045,1.67080781414574
"16",2009,12.1848017666509,NA,9.1459809764215,6.72837281974011,2.59391071930784,0,0,3.79082467650733,1.94700402580666
"17",2010,2.70554451921754,NA,2.03079698607411,0.175936835052229,0.419448250744032,0,0,0.0991243668700792,0.314840224352098
"18",2011,3.34713012892069,NA,2.51237476579237,1.07992639074102,1.03919506866662,0,0,0.60844006723615,0.780025683702883
"19",2012,4.43073691333841,NA,3.32573613399539,2.64663684335471,1.62684874630517,0,0,1.49113857456104,1.22112185082449
"20",2013,3.20308239852764,NA,2.40425172636161,1.23425053493129,1.11096828709522,0,0,0.695387653175649,0.83389906653962
"21",2014,2.21108386414835,NA,1.65965202766953,0.287083215337499,0.53580147007777,0,0,0.161745219248195,0.402175607475385
"22",2015,1.28139866947033,NA,0.961825073450397,0.294070595762309,0.542282763659614,0,0,0.165681971097141,0.407040503017994
"23",2016,0.834439811630331,NA,0.626335232143659,0.0678601826194241,0.260499870670648,0,0,0.0382330262781043,0.195532673172808
"24",2017,2.08073269111942,NA,1.56180970149892,0.795225891949345,0.891754389924347,0,0,0.448037291535752,0.669355878091581
